HashCommit, Date, Project Name, Package Name, Type Name, Method Name, Implementation Smell, Cause of the Smell
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriter,checkInMethod,Complex Conditional,The conditional expression scope != Scope.NON_ABSTRACT_METHOD && scope != Scope.CONTROL_FLOW && scope != Scope.INITIALIZER is complex.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,abstractMethodDeclaration,Long Statement,The length of the statement "javaWriter.beginMethod("java.lang.String"`"foo"`EnumSet.of(ABSTRACT`PUBLIC)`"java.lang.Object"`"object"`"java.lang.String"`"s");" is 128.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,abstractMethodDeclaration,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " public abstract String foo(Object object` String s);\n"+ "}\n");" is 133.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,abstractMethodDeclarationWithThrows,Long Statement,The length of the statement "javaWriter.beginMethod("java.lang.String"`"foo"`EnumSet.of(ABSTRACT`PUBLIC)`Arrays.asList("java.lang.Object"`"object"`"java.lang.String"`"s")`Arrays.asList("java.io.IOException"));" is 180.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,abstractMethodDeclarationWithThrows,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " public abstract String foo(Object object` String s)\n"+ " throws java.io.IOException;\n"+ "}\n");" is 166.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,nonAbstractMethodDeclarationWithThrows,Long Statement,The length of the statement "javaWriter.beginMethod("int"`"foo"`EnumSet.noneOf(Modifier.class)`Arrays.asList("java.lang.String"`"s")`Arrays.asList("java.io.IOException"));" is 142.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,nonAbstractMethodDeclarationWithThrows,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " int foo(String s)\n"+ " throws java.io.IOException {\n"+ " }\n"+ "}\n");" is 141.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,constructorDeclarationWithThrows,Long Statement,The length of the statement "javaWriter.beginMethod(null`"com.squareup.Foo"`EnumSet.of(PUBLIC)`Arrays.asList("java.lang.String"`"s")`Arrays.asList("java.io.IOException"));" is 142.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,constructorDeclarationWithThrows,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " public Foo(String s)\n"+ " throws java.io.IOException {\n"+ " }\n"+ "}\n");" is 144.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,statement,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " int foo(String s) {\n"+ " int j = s.length() + 13;\n"+ " }\n"+ "}\n");" is 139.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,statement,Magic Number,The method contains a magic number: 13
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,statementPrecededByComment,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " int foo(String s) {\n"+ " // foo\n"+ " int j = s.length() + 13;\n"+ " }\n"+ "}\n");" is 152.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,statementPrecededByComment,Magic Number,The method contains a magic number: 13
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,multiLineStatement,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Triangle {\n"+ " double pythagorean(int a` int b) {\n"+ " int cSquared = a * a\n"+ " + b * b;\n"+ " return Math.sqrt(cSquared);\n"+ " }\n"+ "}\n");" is 204.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,addImport,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "import java.util.ArrayList;\n"+ "public final class Foo {\n"+ " ArrayList list = new java.util.ArrayList();\n"+ "}\n");" is 170.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,addStaticImport,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "import static java.lang.System.getProperty;\n"+ "public final class Foo {\n"+ " String bar = getProperty(\"bar\");\n"+ "}\n");" is 177.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,addStaticWildcardImport,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "import static java.lang.System.*;\n"+ "public final class Foo {\n"+ " String bar = getProperty(\"bar\");\n"+ "}\n");" is 167.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,ifControlFlow,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " int foo(String s) {\n"+ " if (s.isEmpty()) {\n"+ " int j = s.length() + 13;\n"+ " }\n"+ " }\n"+ "}\n");" is 172.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,ifControlFlow,Magic Number,The method contains a magic number: 13
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,doWhileControlFlow,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " int foo(String s) {\n"+ " do {\n"+ " int j = s.length() + 13;\n"+ " } while (s.isEmpty());\n"+ " }\n"+ "}\n");" is 179.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,doWhileControlFlow,Magic Number,The method contains a magic number: 13
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,tryCatchFinallyControlFlow,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " int foo(String s) {\n"+ " try {\n"+ " int j = s.length() + 13;\n"+ " } catch (RuntimeException e) {\n"+ " e.printStackTrace();\n"+ " } finally {\n"+ " int k = 13;\n"+ " }\n"+ " }\n"+ "}\n");" is 259.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,tryCatchFinallyControlFlow,Magic Number,The method contains a magic number: 13
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,tryCatchFinallyControlFlow,Magic Number,The method contains a magic number: 13
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,annotatedType,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "import javax.inject.Singleton;\n"+ "@Singleton\n"+ "@SuppressWarnings(\"unchecked\")\n"+ "class Foo {\n"+ "}\n");" is 164.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,annotatedWithTwoNonArrayAttributes,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "@Module(overrides = true` foo = bar)\n"+ "class FooModule {\n"+ "}\n");" is 122.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,annotatedWithThreeNonArrayAttributes,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "@Module(overrides = true` foo = bar` bar = baz)\n"+ "class FooModule {\n"+ "}\n");" is 133.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,annotatedWithAttributes,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "@Module(\n"+ " overrides = true`\n"+ " entryPoints = {\n"+ " entryPointA`\n"+ " entryPointB`\n"+ " entryPointC\n"+ " }`\n"+ " staticInjections = com.squareup.Quux\n"+ ")\n"+ "class FooModule {\n"+ "}\n");" is 255.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,parameterizedType,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "import java.util.Date;\n"+ "import java.util.Map;\n"+ "class Foo {\n"+ " Map<String` Date> map;\n"+ "}\n");" is 158.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,multilineJavadoc,Long Statement,The length of the statement "javaWriter.emitJavadoc("0123456789 0123456789 0123456789 0123456789 0123456789 0123456789\n" + "0123456789 0123456789 0123456789 0123456789");" is 142.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,multilineJavadoc,Long Statement,The length of the statement "assertCode("" + "/**\n" + " * 0123456789 0123456789 0123456789 0123456789 0123456789 0123456789\n"+ " * 0123456789 0123456789 0123456789 0123456789\n"+ " */\n");" is 161.
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,testStringLiteral,Magic Number,The method contains a magic number: 0x1f
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,testStringLiteral,Magic Number,The method contains a magic number: 0x7f
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,testStringLiteral,Magic Number,The method contains a magic number: 0x9f
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,checkCharEscape,Magic Number,The method contains a magic number: 8
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,checkCharEscape,Magic Number,The method contains a magic number: 9
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,checkCharEscape,Magic Number,The method contains a magic number: 10
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,checkCharEscape,Magic Number,The method contains a magic number: 12
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,checkCharEscape,Magic Number,The method contains a magic number: 13
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,checkCharEscape,Missing default,The following switch statement is missing a default case: switch (codePoint) {
d9098957bf1c50aacb4dcb311a963392bd38515a,Thu Oct 24 02:56:28 CEST 2013,javapoet,com.squareup.javawriter,JavaWriterTest,testType,Long Statement,The length of the statement "assertThat(JavaWriter.type(Map.class`JavaWriter.type(String.class)`"?")).as("mixed type and wildcard generic type parameters").isEqualTo("java.util.Map<java.lang.String` ?>");" is 175.
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriter,isClassInPackage,Magic Number,The method contains a magic number: 2
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriter,beginType,Long Parameter List,The method has 5 parameters. 
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriter,stringLiteral,Complex Method,Cyclomatic complexity of the method is 9
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriter,stringLiteral,Missing default,The following switch statement is missing a default case: switch (c) {
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriter,modifiers,Complex Method,Cyclomatic complexity of the method is 10
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriter,hangingIndent,Magic Number,The method contains a magic number: 2
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,abstractMethodDeclaration,Long Statement,The length of the statement "javaWriter.beginMethod("java.lang.String"`"foo"`Modifier.ABSTRACT | Modifier.PUBLIC`"java.lang.Object"`"object"`"java.lang.String"`"s");" is 136.
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,abstractMethodDeclaration,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " public abstract String foo(Object object` String s);\n"+ "}\n");" is 133.
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,statement,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " int foo(String s) {\n"+ " int j = s.length() + 13;\n"+ " }\n"+ "}\n");" is 139.
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,statement,Magic Number,The method contains a magic number: 13
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,multiLineStatement,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Triangle {\n"+ " double pythagorean(int a` int b) {\n"+ " int cSquared = a * a\n"+ " + b * b;\n"+ " return Math.sqrt(cSquared);\n"+ " }\n"+ "}\n");" is 204.
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,addImport,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "import java.util.ArrayList;\n"+ "public final class Foo {\n"+ " ArrayList list = new java.util.ArrayList();\n"+ "}\n");" is 170.
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,addStaticImport,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "import static java.util.ArrayList;\n"+ "public final class Foo {\n"+ " ArrayList list = new java.util.ArrayList();\n"+ "}\n");" is 177.
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,ifControlFlow,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " int foo(String s) {\n"+ " if (s.isEmpty()) {\n"+ " int j = s.length() + 13;\n"+ " }\n"+ " }\n"+ "}\n");" is 172.
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,ifControlFlow,Magic Number,The method contains a magic number: 13
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,doWhileControlFlow,Long Statement,The length of the statement "assertCode("" + "package com.squareup;\n" + "\n"+ "class Foo {\n"+ " int foo(String s) {\n"+ " do {\n"+ " int j = s.length() + 13;\n"+ " } while (s.isEmpty());\n"+ " }\n"+ "}\n");" is 179.
620fdd08c8a018290ba3260b7d4e47c06c5c5ead,Fri Feb 22 00:21:20 CET 2013,javapoet,com.squareup.java,JavaWriterTest,doWhileControlFlow,Magic Number,The method contains a magic number: 13
